entity_group,score,word,start,end,correct_label
PROC,0.6557287,admission,1263,1273,PROC
ANAT,0.4034086,lymphocytes T CD4,1285,1303,ANAT
CHEM,0.5675115,cellules/,1315,1325,PHEN
DISO,0.262467,μ,1325,1326,PHEN
CHEM,0.39875618,l,1326,1327,PHEN
DISO,0.4207828,umération normale,1330,1347,PHEN
LIVB,0.25289237,1100,1355,1360,PHEN
ANAT,0.43524256,cellules/μ,1360,1371,PHEN
DISO,0.5411766,charge virale,1379,1393,PHEN
CHEM,0.2996587,6 copies/ml,1409,1420,PHEN
PROC,0.3413585,e,1430,1431,PROC
PROC,0.9760909,traitement,1434,1445,PROC
DISO,0.9590214,œdème,1451,1456,DISO
DISO,0.9519032,toxoplasmose,1472,1485,DISO
ANAT_DISO,0.582357,cérébrale,1485,1495,ANAT_DISO
LIVB,0.6390436,patiente,1499,1508,LIVB
CHEM,0.9299892,dexaméthasone,1521,1535,CHEM
CHEM,0.6980226,4 mg,1544,1549,PHEN
CHEM,0.37066033,intraveineuse,1552,1566,PROC
CHEM,0.51832277,mg,1614,1617,PHEN
PROC,0.65025675,voie orale,1621,1632,PROC
CHEM,0.30015033,heures,1647,1654,PHEN
CHEM,0.8729136,1 mg,1679,1684,PHEN
CHEM,0.34483868,voie,1688,1693,PROC
PROC,0.3644892,orale,1693,1699,PROC
PROC,0.8216922,éradiquer,1748,1757,PROC
DISO,0.9136116,toxoplasmose,1760,1773,DISO
PROC,0.7665906,traitement oral,1777,1793,PROC
CHEM,0.953104,pyriméthamine,1803,1817,CHEM
CHEM,0.9621682,acide folinique,1821,1836,CHEM
CHEM,0.86275125,de sulfadiazine,1839,1855,CHEM
PROC,0.5590264,entrepris,1861,1871,PROC
CHEM,0.9613814,pyriméthamine,1893,1907,CHEM
LIVB,0.9734437,patiente,1911,1920,LIVB
CHEM,0.51179886,dose,1934,1939,PROC
CHEM,0.70256746,charge,1942,1949,PROC
CHEM,0.8857212,200 mg,1952,1959,PHEN
CHEM,0.64980865,dose,1969,1974,PROC
CHEM,0.8908131,75 mg,1989,1995,PHEN
CHEM,0.97138387,acide folinique,2018,2033,CHEM
LIVB,0.9241263,patiente,2037,2046,LIVB
CHEM,0.5327519,dose,2057,2062,PROC
CHEM,0.86901575,50 mg,2065,2071,PHEN
CHEM,0.3963811,fois,2075,2080,PROC
CHEM,0.3971221,jour,2084,2089,PHEN
CHEM,0.5137109,"jour 6,",2098,2106,PHEN
CHEM,0.63777983,15 mg,2111,2117,PHEN
CHEM,0.45859596,fois,2121,2126,PHEN
CHEM,0.5286078,jour,2130,2135,PHEN
CHEM,0.8335072,dose de sulfadiazine,2139,2160,CHEM
CHEM,0.639641,1 500 mg quatre fois,2169,2190,PROC
CHEM,0.39893287,jour,2194,2199,PHEN
PROC,0.9672819,traitement,2234,2245,PROC
DISO,0.5836448,infection Toxoplasma,2250,2270,DISO
